uniqueid,age_band,gender,culp_planning,culp_forcethreat,culp_role,culp_other_sophisticated,culp_other_usedchild,culp_other_banning,culp_other_involveothers,culp_other_coerced,culp_other_disorder,value_goods,harm_emotional,harm_injury,harm_damage,harm_effect,harm_otherfactors,culpability_category,harm_category,starting_point,agg_precons,agg_precons_amount,agg_attemptstoconceal,agg_failuretocomply,agg_bail,agg_TICs,agg_widerimpact,agg_prevalence,agg_professional,agg_stealing,agg_otherfactors,mit_age,mit_character,mit_convictions,mit_finhardship,mit_steps,mit_disorder,mit_remorse,mit_return,mit_condition,mit_carer,mit_otherfactors,outcome_before_GP,GP_entered,GP_firstopportunity,GP_when,GP_fewerrequirements,GP_reduction,GP_percentreduction,GP_droppedthreshold,outcome,outcome_custody_measure,outcome_custody_length,outcome_custody_years,outcome_suspension_years,totality_adjustment
POST420,Unknown/Missing,Female,High level of planning,None,Leading,0,0,0,0,0,0,£101-£200,0,0,0,1,0,A - High,Category 3,Community Order (no level),Yes,20 or more,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,33,0,Community Order - Medium,,,,,Unknown/Missing
POST421,40 to 49,Female,Some planning,None,Significant,0,0,0,0,0,0,£201-£500,0,0,0,1,0,B - Medium,Category 2,Community Order (no level),Yes,10 to 19,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,1,0,,0,Suspended sentence order,,,,1,Yes
POST422,Unknown/Missing,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£501-£1000,0,0,0,1,0,B - Medium,Category 2,Unknown/Missing,Yes,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Community Order - Medium,Yes,Unknown/Missing,Unknown/Missing,1,0,,0,Community Order - Medium,,,,,No
POST423,18 to 21,Male,Little or no planning,None,Lone,0,0,0,0,0,1,£501-£1000,0,0,0,1,0,B - Medium,Category 2,Unknown/Missing,Yes,1 to 3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,33,0,Community Order - Medium,,,,,Yes
POST424,22 to 29,Female,Little or no planning,None,Lone,0,0,1,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,Unknown/Missing,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,Community Order - Low,Yes,Yes,Day of trial,1,0,,0,Community Order - Low,,,,,Yes
POST425,Unknown/Missing,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,1,0,C - Lesser,Category 3,Fine band B,Yes,10 to 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,30,0,Fine band B,,,,,No
POST426,22 to 29,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Fine band B,Yes,Yes,First hearing,0,1,Unknown,0,Fine band A,,,,,Yes
POST427,50 to 59,Male,Some planning,None,Lone,0,0,0,0,0,0,£501-£1000,0,0,0,1,0,B - Medium,Category 2,Custody,Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,0,,1,Community Order - High,,,,,No
POST428,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,10 to 19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,30,0,Fine band B,,,,,No
POST429,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,1,0,C - Lesser,Category 2,Fine (no band),Yes,4 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Fine band B,Yes,Yes,First hearing,0,1,33,0,Fine band B,,,,,No
POST430,50 to 59,Male,Little or no planning,None,Significant,0,0,0,0,0,0,£501-£1000,0,0,0,0,0,C - Lesser,Category 2,Fine band B,No,Not applicable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,33,0,Fine band B,,,,,No
POST431,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Fine band B,Yes,20 or more,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Fine band B,Yes,Unknown/Missing,First hearing,0,1,30,0,Fine band B,,,,,No
POST432,22 to 29,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,1,0,,0,Community Order - Low,,,,,Yes
POST433,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine band A,Yes,10 to 19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,1,33,0,Community Order - Medium,,,,,Yes
POST434,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine band A,Yes,None,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST435,22 to 29,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine band A,Yes,10 to 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,No
POST436,22 to 29,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,C - Lesser,Category 2,Community Order (no level),Yes,10 to 19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Unknown/Missing,Yes,Yes,First hearing,0,0,,1,Community Order - High,,,,,Yes
POST437,30 to 39,Male,Some planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,B - Medium,Category 3,Community Order - Medium,Yes,10 to 19,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,Unknown,0,Community Order - Medium,,,,,No
POST438,30 to 39,Male,Some planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,1,0,B - Medium,Category 2,Unknown/Missing,Yes,20 or more,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,12,0.23,,Yes
POST439,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,B - Medium,Category 3,Fine band C,No,Not applicable,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,30,0,Fine band B,,,,,Yes
POST440,18 to 21,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,10 to 19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,0,1,30,0,Community Order - Low,,,,,Yes
POST441,50 to 59,Female,Little or no planning,None,Limited,0,0,0,0,0,0,£501-£1000,0,0,0,0,0,C - Lesser,Category 3,Fine band A,No,Not applicable,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,Unknown/Missing,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST442,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Fine band C,Yes,Yes,First hearing,0,1,Unknown,0,Fine band B,,,,,Yes
POST443,50 to 59,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Fine band B,Yes,4 to 9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,33,0,Fine band B,,,,,Yes
POST444,Unknown/Missing,Female,Little or no planning,None,Leading,0,0,0,0,0,0,£201-£500,0,0,0,0,0,A - High,Category 2,Custody,Yes,20 or more,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Suspended sentence order,weeks,12,0.23,1,Yes
POST445,18 to 21,Male,Some planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,A - High,Category 3,Unknown/Missing,No,Not applicable,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,33,0,Community Order - Medium,,,,,Yes
POST446,22 to 29,Female,Little or no planning,None,Lone,0,0,0,0,0,1,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,20 or more,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,0,,1,Unknown/Missing,,,,,Unknown/Missing
POST447,18 to 21,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,C - Lesser,Category 3,Conditional discharge,No,Not applicable,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Discharge,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Yes
POST448,Unknown/Missing,Male,Little or no planning,None,Lone,0,0,0,0,0,1,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,Unknown/Missing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,0,,0,Fine band A,,,,,Unknown/Missing
POST449,50 to 59,Male,Little or no planning,None,Significant,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,1,30,0,Fine band A,,,,,Yes
POST450,40 to 49,Male,Some planning,None,Significant,0,0,0,0,0,0,£201-£500,0,0,0,1,0,B - Medium,Category 2,Community Order - Low,Yes,Unknown/Missing,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suspended sentence order,Yes,Yes,First hearing,0,1,33,0,Suspended sentence order,weeks,8,0.15,1,Yes
POST451,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine band B,Yes,10 to 19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,Fine band A,Yes,Yes,First hearing,0,1,Unknown,0,Fine band A,,,,,No
POST452,40 to 49,Male,Some planning,None,Significant,0,0,0,0,0,0,£51-£100,0,0,0,0,0,B - Medium,Category 3,Community Order - High,Yes,20 or more,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,1,0,,0,Community Order - Low,,,,,Yes
POST453,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,B - Medium,Category 3,Fine band C,Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,days,28,0.08,,Yes
POST454,18 to 21,Male,Little or no planning,None,Lone,0,0,0,0,0,0,More than £1000,0,0,0,0,0,C - Lesser,Category 1,Fine band C,No,Not applicable,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Fine band C,Yes,Unknown/Missing,First hearing,1,1,33,0,Community Order - Low,,,,,Unknown/Missing
POST455,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,C - Lesser,Category 3,Fine band A,No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fine band A,Yes,Unknown/Missing,First hearing,0,1,33,0,Conditional discharge,,,,,Unknown/Missing
POST456,18 to 21,Unknown/Missing,Little or no planning,Unknown/Missing,Limited,0,0,0,0,0,0,£201-£500,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),No,Not applicable,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,33,0,Fine band B,,,,,Unknown/Missing
POST457,50 to 59,Male,Little or no planning,None,Lone,0,0,0,0,0,0,Unknown/Missing,0,0,0,1,0,A - High,Category 3,Custody,Yes,20 or more,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,Subsequent hearing,0,1,25,0,Immediate Custody,weeks,18,0.35,,Yes
POST458,22 to 29,Female,Little or no planning,None,Lone,0,0,0,0,0,0,Up to £10,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,30,0,Fine band B,,,,,No
POST459,Unknown/Missing,Male,Some planning,None,Lone,0,0,0,0,0,1,£201-£500,0,0,0,1,0,B - Medium,Category 2,Unknown/Missing,Yes,1 to 3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,0,,0,Fine band C,,,,,No
POST460,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,Up to £10,0,0,0,0,0,C - Lesser,Category 3,Absolute discharge,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Discharge,Yes,Yes,First hearing,0,0,,0,Conditional discharge,,,,,Unknown/Missing
POST461,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,1,A - High,Category 3,Custody,Yes,20 or more,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,25,0,Immediate Custody,weeks,8,0.15,,Yes
POST462,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,C - Lesser,Category 3,Fine band A,Yes,10 to 19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,25,0,Immediate Custody,weeks,6,0.12,,Unknown/Missing
POST463,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine band A,Unknown/Missing,Unknown/Missing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Unknown/Missing,Unknown/Missing,0,1,25,0,Suspended sentence order,days,28,0.08,1,Unknown/Missing
POST464,Unknown/Missing,Unknown/Missing,Little or no planning,None,Limited,0,0,0,0,0,0,£501-£1000,0,0,0,0,0,C - Lesser,Category 2,Unknown/Missing,No,Not applicable,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,No
POST465,30 to 39,Male,Some planning,Limited or low level,Significant,0,0,0,0,0,0,£201-£500,0,0,0,1,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Community Order - Medium,Yes,Yes,Unknown/Missing,0,1,Unknown,0,Community Order - High,,,,,Yes
POST466,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Yes,Unknown/Missing,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Unknown/Missing,First hearing,0,1,33,0,Immediate Custody,weeks,6,0.12,,Unknown/Missing
POST467,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,1,B - Medium,Category 2,Custody,Yes,20 or more,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,16,0.31,,Yes
POST468,40 to 49,Male,Some planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,10 to 19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suspended sentence order,Yes,Yes,First hearing,0,1,20,0,Suspended sentence order,weeks,12,0.23,1,Yes
POST469,Unknown/Missing,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Unknown/Missing,Fine band A,Yes,20 or more,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,6,0.12,,Unknown/Missing
POST470,50 to 59,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Community Order - Low,Yes,Yes,First hearing,0,1,Unknown,0,Community Order - Low,,,,,Unknown/Missing
POST471,30 to 39,Female,Some planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,B - Medium,Category 3,Fine band C,Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fine band C,Yes,Yes,First hearing,0,1,25,0,Immediate Custody,weeks,4,0.08,,Unknown/Missing
POST472,50 to 59,Male,Some planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,B - Medium,Category 3,Fine band C,Yes,20 or more,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band C,Yes,Yes,First hearing,0,1,25,0,Fine band C,,,,,Unknown/Missing
POST473,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£501-£1000,0,0,0,0,0,C - Lesser,Category 3,Fine band C,Yes,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,1,30,0,Fine band C,,,,,No
POST474,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,Unknown/Missing,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,,0,Unknown/Missing,,,,,Unknown/Missing
POST475,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Fine band A,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Unknown/Missing,First hearing,0,1,30,0,Fine band A,,,,,Yes
POST476,18 to 21,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,1,0,C - Lesser,Category 2,Fine band B,Yes,4 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,33,0,Community Order - Medium,,,,,Yes
POST477,50 to 59,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,1,0,B - Medium,Category 2,Unknown/Missing,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fine band B,Yes,Unknown/Missing,First hearing,0,1,33,0,Fine band B,,,,,No
POST478,40 to 49,Male,Some planning,None,Significant,0,0,0,0,0,0,£201-£500,0,0,0,0,0,B - Medium,Category 2,Fine (no band),Yes,None,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fine band C,Yes,Yes,First hearing,0,1,33,0,Unknown/Missing,,,,,Yes
POST479,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,B - Medium,Category 3,Fine (no band),Yes,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Fine band C,Yes,Unknown/Missing,First hearing,0,1,33,0,Fine band C,,,,,Unknown/Missing
POST480,22 to 29,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,4 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST481,40 to 49,Male,Some planning,None,Lone,0,0,0,0,0,1,£51-£100,0,0,0,1,0,B - Medium,Category 2,Unknown/Missing,Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Community Order - High,Yes,Unknown/Missing,Unknown/Missing,1,0,,0,Community Order - Medium,,,,,No
POST482,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Fine band A,Yes,20 or more,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,1,25,0,Unknown/Missing,,,,,Yes
POST483,30 to 39,Male,Some planning,None,Leading,0,0,0,0,0,0,£501-£1000,0,0,0,0,1,B - Medium,Category 2,Unknown/Missing,Yes,4 to 9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,No,First hearing,0,1,Unknown,0,Suspended sentence order,weeks,6,0.12,1,Unknown/Missing
POST484,30 to 39,Female,Some planning,None,Significant,0,0,0,0,0,0,£501-£1000,0,0,0,0,1,B - Medium,Category 2,Unknown/Missing,No,Not applicable,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,No,First hearing,1,0,,0,Community Order - Low,,,,,Unknown/Missing
POST485,40 to 49,Male,Little or no planning,None,Leading,0,0,0,0,0,0,Unknown/Missing,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,0,1,33,0,Community Order - Low,,,,,Yes
POST486,Unknown/Missing,Male,Little or no planning,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Fine band B,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,30,0,Conditional discharge,,,,,Yes
POST487,Unknown/Missing,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Fine band B,Yes,10 to 19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Community Order - Low,Yes,Unknown/Missing,First hearing,0,1,Unknown,0,Conditional discharge,,,,,Yes
POST488,22 to 29,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,10 to 19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Unknown/Missing,Yes,Yes,First hearing,0,1,33,0,Community Order - Medium,,,,,Yes
POST489,40 to 49,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Fine band B,Yes,1 to 3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,33,0,Fine band B,,,,,Unknown/Missing
POST490,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,Unknown/Missing,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,,0,Crown Court,,,,,Unknown/Missing
POST491,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,1,30,0,Fine band A,,,,,Yes
POST492,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,1,0,A - High,Category 3,Unknown/Missing,Yes,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Community Order - Medium,Yes,Yes,Unknown/Missing,1,0,,0,Suspended sentence order,weeks,12,0.23,1,Yes
POST493,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Community Order (no level),No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,0,1,30,0,Community Order - Low,,,,,No
POST494,22 to 29,Male,Some planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,1,33,0,Fine band B,,,,,Unknown/Missing
POST495,22 to 29,Male,Some planning,None,Significant,0,0,0,0,0,0,£201-£500,0,0,0,0,0,B - Medium,Category 2,Community Order (no level),No,Not applicable,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Community Order - Low,Yes,No,Day of trial,0,1,10,0,Community Order - Low,,,,,Unknown/Missing
POST496,40 to 49,Male,Some planning,None,Significant,0,0,0,0,0,0,£201-£500,0,0,0,0,0,B - Medium,Category 2,Community Order (no level),Yes,4 to 9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Community Order - Medium,Yes,Yes,First hearing,0,1,33,0,Community Order - Medium,,,,,No
POST497,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Conditional discharge,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Discharge,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,No
